x,dhmix
0, 0
0.123020857564,-441.924478561
0.204884856943,-599.877878576
0.305636969838,-602.359075754
0.478405830813,-363.03985423
0.644258354656,-33.8935411336
0.683678374816,37.0919593704
0.831247576956,275.781189424
0.94428161588,343.607040397
1.0,0
